"[146, '2016-12-06/2017-05-01']","['sot', 146, '2016-12-06/2017-05-01']"
"[643, '2017-06-08/2019-03-13']","['sot', 96, '2017-06-08/2017-09-12']","['d', 542, '2017-11-02/2019-03-08']"
