"[194, '2010-11-08/2011-05-21']","['h', 123, '2010-11-08/2011-03-11']"
"[120, '2011-09-08/2012-01-06']","['sot', 120, '2011-09-08/2012-01-06']"
"[132, '2012-01-06/2012-05-17']","['sot', 132, '2012-01-06/2012-05-17']"
"[377, '2012-07-06/2013-07-18']","['sot', 377, '2012-07-06/2013-07-18']"
"[77, '2013-08-07/2013-10-23']","['sot', 77, '2013-08-07/2013-10-23']"
"[1875, '2014-05-02/2019-06-20']","['sot', 684, '2014-05-02/2016-03-16']","['d', 1191, '2016-08-15/2019-06-20']"
