"[299, '2010-08-20/2011-06-15']","['h', 249, '2010-08-20/2011-04-26']"
"[1863, '2011-06-21/2016-07-27']","['sot', 225, '2011-06-21/2012-02-01']","['d', 1638, '2012-05-18/2016-07-27']"
"[1057, '2016-07-28/2019-06-20']","['sot', 1057, '2016-07-28/2019-06-20']"
