1565,18,12,19,14,2,6,20,2,17,2,21,7,11,28,13,3,7,5,3,4,7,20,69,189,378,410,413,1713,0.023350846468184472,413,2,62.96296296296296,124.55564916682422
14963,1,1.0,0,0,0,0
1557,20,52,74,0.05405405405405406,52,20,36.0,16.0
14456,446,24,471,0.006369426751592357,446,24,235.0,211.0
14742,346,347,0.005763688760806916,346,346,346.0,0.0
2823,1,1.0,0,0,0,0
6178,1,1.0,0,0,0,0
162050,1,1.0,0,0,0,0
59430,1,1.0,0,0,0,0
11978,1,1.0,0,0,0,0
6246,256,257,0.007782101167315175,256,256,256.0,0.0
6255,172,6,24,10,3,2,2,2,2,4,2,2,2,3,5,3,7,2,13,10,2,4,3,5,11,5,4,6,4,9,5,13,3,2,2,3,5,4,3,3,8,2,2,6,5,2,3,10,7,6,10,5,6,5,4,5,3,3,10,2,2,2,2,3,2,5,2,6,3,3,8,3,4,2,3,4,5,3,2,4,3,208,173,14,1006,0.147117296222664,208,2,11.214285714285714,33.65372385415469
193767,14,15,0.13333333333333333,14,14,14.0,0.0
280005,1,1.0,0,0,0,0
22390,220,1685,2,1909,0.0026191723415400735,1685,2,635.6666666666666,747.3090986257888
89000,1,1.0,0,0,0,0
5621,1,1.0,0,0,0,0
60240,2,1.0,0,0,0,0
1564,1,1.0,0,0,0,0
187274,1,1.0,0,0,0,0
141748,1,1.0,0,0,0,0
469577,1,1.0,0,0,0,0
26341,1,1.0,0,0,0,0
198808,1,1.0,0,0,0,0
132255,1,1.0,0,0,0,0
8036,1,1.0,0,0,0,0
471133,1,1.0,0,0,0,0
57031,1,1.0,0,0,0,0
36486,1,1.0,0,0,0,0
3741,29,7,483,522,0.011494252873563218,483,7,173.0,219.38702483662672
1561,70,438,23,2,3,539,0.014842300556586271,438,2,107.2,167.2284664762552
644609,767,769,0.0039011703511053317,767,767,767.0,0.0
952508,1,1.0,0,0,0,0
34115,1,1.0,0,0,0,0
93286,1,1.0,0,0,0,0
26331,1,1.0,0,0,0,0
303967,1,1.0,0,0,0,0
103810,1,1.0,0,0,0,0
124239,1,1.0,0,0,0,0
8330,1,1.0,0,0,0,0
294151,1,1.0,0,0,0,0
324480,1,1.0,0,0,0,0
6898,1,1.0,0,0,0,0
89606,1,1.0,0,0,0,0
94512,1,1.0,0,0,0,0
23823,1,1.0,0,0,0,0
7799,1,1.0,0,0,0,0
6011,1,1.0,0,0,0,0
15244,1,1.0,0,0,0,0
1567,1,1.0,0,0,0,0
74094,1,1.0,0,0,0,0
13691,183,17,57,14,337,4,3,2,2,7,68,29,7,3,15,45,15,25,274,312,1429,0.02099370188943317,337,2,70.95,107.52649673452586
6123,1,1.0,0,0,0,0
67193,1,1.0,0,0,0,0
34383,821,6,829,0.0048250904704463205,821,6,413.5,407.5
712196,205,711,918,0.004357298474945534,711,205,458.0,253.0
263198,1,1.0,0,0,0,0
3142,51,40,48,448,183,231,1004,0.008964143426294821,448,40,166.83333333333334,145.52138063605025
92763,1,1.0,0,0,0,0
50012,1,1.0,0,0,0,0
28464,127,5,2,12,3,88,29,7,6,10,3,18,14,3,3,3,2,4,4,2,4,2,4,7,2,5,6,7,6,3,10,6,2,3,5,3,10,6,3,33,6,7,27,47,44,32,15,9,4,15,107,28,29,881,1741,0.04135554279149914,881,2,31.90740740740741,119.26678288897489
