"[73, '2011-12-01/2012-02-12']","['h', 31, '2011-12-01/2012-01-01']","['sot', 42, '2012-01-01/2012-02-12']"
"[24, '2012-05-25/2012-06-18']","['sot', 24, '2012-05-25/2012-06-18']"
"[308, '2012-06-18/2013-04-22']","['h', 46, '2012-06-18/2012-08-03']","['sot', 262, '2012-08-03/2013-04-22']"
"[2249, '2013-04-23/2019-06-20']","['h', 63, '2013-04-23/2013-06-25']","['sot', 40, '2013-06-25/2013-08-04']","['d', 2146, '2013-08-23/2019-06-20']"
