"[1907, '2012-02-29/2017-05-20']","['h', 155, '2012-02-29/2012-08-02']","['sot', 187, '2012-08-02/2013-02-05']","['d', 459, '2013-04-08/2014-05-10']","['sot', 601, '2014-05-10/2016-01-01']","['d', 505, '2016-03-03/2017-05-20']"
"[681, '2017-08-08/2019-06-20']","['d', 559, '2017-08-08/2019-02-18']","['sot', 122, '2019-02-18/2019-06-20']"
