"[30, '2012-05-22/2012-06-21']","['sot', 30, '2012-05-22/2012-06-21']"
"[314, '2012-06-21/2013-05-01']","['sot', 33, '2012-06-21/2012-07-24']","['h', 72, '2012-08-16/2012-10-04']","['sot', 56, '2012-10-04/2012-11-29']","['h', 138, '2012-12-22/2013-04-16']"
"[133, '2013-05-01/2013-09-11']","['h', 36, '2013-05-01/2013-06-06']","['sot', 97, '2013-06-06/2013-09-11']"
"[40, '2013-09-27/2013-11-06']","['sot', 40, '2013-09-27/2013-11-06']"
"[10, '2014-01-03/2014-01-13']","['sot', 10, '2014-01-03/2014-01-13']"
"[12, '2014-06-14/2014-06-26']","['sot', 12, '2014-06-14/2014-06-26']"
"[13, '2014-07-29/2014-08-11']","['sot', 13, '2014-07-29/2014-08-11']"
"[16, '2014-09-29/2014-10-15']","['sot', 16, '2014-09-29/2014-10-15']"
"[18, '2014-12-20/2015-01-07']","['sot', 18, '2014-12-20/2015-01-07']"
"[20, '2015-10-02/2015-10-22']","['sot', 20, '2015-10-02/2015-10-22']"
"[21, '2015-12-19/2016-01-09']","['sot', 21, '2015-12-19/2016-01-09']"
"[22, '2016-01-29/2016-02-20']","['sot', 22, '2016-01-29/2016-02-20']"
"[35, '2016-04-30/2016-06-04']","['sot', 35, '2016-04-30/2016-06-04']"
"[67, '2016-12-10/2017-02-15']","['sot', 67, '2016-12-10/2017-02-15']"
"[336, '2017-05-11/2018-04-12']","['sot', 336, '2017-05-11/2018-04-12']"
"[434, '2018-04-12/2019-06-20']","['sot', 434, '2018-04-12/2019-06-20']"
