"[82, '2013-08-30/2013-11-20']","['sot', 82, '2013-08-30/2013-11-20']"
"[73, '2014-02-12/2014-04-26']","['sot', 73, '2014-02-12/2014-04-26']"
"[83, '2014-06-04/2014-08-26']","['sot', 83, '2014-06-04/2014-08-26']"
"[124, '2015-08-01/2015-12-03']","['sot', 124, '2015-08-01/2015-12-03']"
"[32, '2015-06-16/2015-07-18']","['sot', 32, '2015-06-16/2015-07-18']"
"[17, '2015-05-23/2015-06-09']","['sot', 17, '2015-05-23/2015-06-09']"
"[12, '2015-07-18/2015-07-30']","['sot', 12, '2015-07-18/2015-07-30']"
"[10, '2016-03-14/2016-03-24']","['sot', 10, '2016-03-14/2016-03-24']"
"[9, '2016-06-21/2016-06-30']","['sot', 9, '2016-06-21/2016-06-30']"
"[64, '2018-01-29/2018-04-03']","['h', 63, '2018-01-29/2018-04-02']"
"[111, '2018-04-23/2018-08-12']","['sot', 111, '2018-04-23/2018-08-12']"
"[105, '2018-11-26/2019-03-11']","['sot', 105, '2018-11-26/2019-03-11']"
