dev;username;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
86929;matthewd;40.11425462459194;3.5745375408052227;3.5745375408052227;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1924346;tgxworld;25.15126050420168;3.0672268907563023;2.4537815126050417;1.2268907563025209;0.6134453781512604;1.8403361344537814;2.4537815126050417;0.0;0.0;0.0
165022;kaspth;43.93179538615848;2.9287863590772316;2.745737211634905;0.549147442326981;0.549147442326981;0.18304914744232698;0.18304914744232698;0.0;0.0;0.0
8153;rafaelfranca;55.90969899665552;3.2959866220735785;3.2959866220735785;0.6103678929765887;0.4882943143812709;0.12207357859531773;0.24414715719063546;0.0;0.0;0.0
8150;josevalim;36.102263202011734;2.6005867560771163;2.4476110645431683;2.1416596814752724;1.9886839899413244;0.15297569153394802;0.0;0.30595138306789604;0.15297569153394802;0.15297569153394802
4896;radar;8.046919163369136;0.8253250423968345;0.41266252119841723;1.4443188241944602;1.2379875635952515;0.8253250423968345;0.20633126059920862;0.41266252119841723;0.20633126059920862;0.20633126059920862
2453684;gmcgibbon;14.788213627992633;0.6721915285451197;0.6721915285451197;1.3443830570902393;0.6721915285451197;0.0;0.6721915285451197;0.0;0.0;0.0
129693;arthurnn;40.52292839903459;6.460176991150442;6.166532582461786;0.8809332260659694;0.8809332260659694;0.587288817377313;0.587288817377313;0.0;0.0;0.0
8941;pixeltrix;22.7646750524109;2.1999475890985325;2.1042976939203353;0.7651991614255764;0.6695492662473794;0.09564989517819705;0.09564989517819705;0.09564989517819705;0.09564989517819705;0.0
11000;sikachu;7.432799348357317;0.7928319304914472;0.7928319304914472;0.1982079826228618;0.0991039913114309;0.0;0.0;0.0991039913114309;0.0991039913114309;0.0
13159;mikel;11.239870340356564;1.4789303079416531;1.1831442463533226;0.5915721231766613;0.5915721231766613;0.29578606158833065;0.0;0.0;0.0;0.0
23465;al2o3cr;3.864292589027911;0.526948989412897;0.526948989412897;0.35129932627526467;0.17564966313763233;0.0;0.0;0.17564966313763233;0.17564966313763233;0.0
23459;claudiob;14.690402476780186;1.775762936753649;1.4528969482529854;0.48429898275099514;0.32286598850066345;0.48429898275099514;0.6457319770013269;0.0;0.0;0.0
26394;lifo;13.759162303664922;0.5095986038394416;0.2547993019197208;1.656195462478185;1.1465968586387434;0.2547993019197208;0.0;0.7643979057591623;0.2547993019197208;0.1273996509598604
28121;brainopia;4.314420803782506;0.4314420803782506;0.4314420803782506;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27843;dmathieu;8.762002743484226;2.0027434842249656;1.752400548696845;0.7510288065843622;0.7510288065843622;0.2503429355281207;0.2503429355281207;0.0;0.0;0.0
461672;y-yagi;37.74274905422446;3.682219419924338;3.682219419924338;0.0;0.0;0.0;0.0;0.0;0.0;0.0
884658;seuros;19.846335697399528;2.301024428684003;2.0133963750985027;0.8628841607565012;0.5752561071710007;0.28762805358550037;0.5752561071710007;0.0;0.0;0.0
304694;akshay-vishnoi;9.733333333333333;0.9733333333333333;0.48666666666666664;0.48666666666666664;0.0;0.48666666666666664;0.0;0.9733333333333333;0.48666666666666664;0.48666666666666664
190805;miloops;17.4658203125;0.3564453125;0.0;4.6337890625;3.2080078125;0.712890625;0.0;2.138671875;0.712890625;0.3564453125
4912;joshk;23.786516853932586;1.6404494382022472;0.8202247191011236;2.460674157303371;1.6404494382022472;3.2808988764044944;2.460674157303371;1.6404494382022472;0.8202247191011236;0.8202247191011236
13201;arunagw;17.23396758280479;2.057787174066244;2.057787174066244;0.2572233967582805;0.2572233967582805;0.0;0.0;0.0;0.0;0.0
38980;chancancode;22.655172413793103;2.3074712643678157;1.8879310344827585;0.41954022988505746;0.20977011494252873;1.2586206896551724;1.2586206896551724;0.0;0.0;0.0
15631;avakhov;33.95348837209303;2.8294573643410854;1.4147286821705427;5.658914728682171;2.8294573643410854;1.4147286821705427;1.4147286821705427;2.8294573643410854;0.0;0.0
1565;josh;19.811806656101428;0.43383518225039625;0.28922345483359746;1.5907290015847861;1.3015055467511887;0.14461172741679873;0.14461172741679873;0.28922345483359746;0.14461172741679873;0.14461172741679873
8174;fxn;38.862212943632564;2.1907620041753653;2.1907620041753653;0.8572546972860124;0.8572546972860124;0.0;0.0;0.0;0.0;0.0
8148;carlosantoniodasilva;29.913201453371013;2.9471134436818733;2.6524020993136856;1.3262010496568428;1.1788453774727492;0.442067016552281;0.442067016552281;0.0;0.0;0.0
23455;vishnuatrai;9.617314930991217;1.3739021329987453;1.3739021329987453;1.3739021329987453;0.45796737766624845;0.0;0.0;0.9159347553324969;0.45796737766624845;0.45796737766624845
64341;vipulnsward;18.292343387470996;3.3874709976798143;3.3874709976798143;0.0;0.0;0.0;0.0;0.0;0.0;0.0
50536;neerajdotname;11.419716646989373;0.6463990554899646;0.4309327036599764;1.077331759149941;1.077331759149941;0.2154663518299882;0.2154663518299882;0.0;0.0;0.0
2907125;eileencodes;53.47133757961783;3.1702374059061955;3.1702374059061955;0.8453966415749855;0.8453966415749855;0.0;0.0;0.0;0.0;0.0
3249585;bogdanvlviv;14.762386248736096;0.3690596562184024;0.3690596562184024;0.0;0.0;0.0;0.0;0.0;0.0;0.0
116520;prathamesh-sonpatki;22.773325701202058;2.2982255294791067;2.2982255294791067;0.6267887807670292;0.41785918717801945;0.0;0.20892959358900973;0.0;0.0;0.0
3780;javan;5.586734693877551;0.23278061224489796;0.23278061224489796;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8179;dhh;20.129377940407736;1.812598013591218;1.812598013591218;0.763199163617355;0.763199163617355;0.0;0.0;0.0;0.0;0.0
17141;steveklabnik;42.4248496993988;2.19438877755511;1.4629258517034067;0.7314629258517034;0.0;1.4629258517034067;0.7314629258517034;1.4629258517034067;0.0;0.0
26392;NZKoz;13.746753246753245;0.316017316017316;0.158008658008658;1.106060606060606;0.948051948051948;0.158008658008658;0.0;0.316017316017316;0.0;0.0
29128;zzak;21.71457219251337;2.6838235294117645;2.6838235294117645;1.7078877005347592;1.463903743315508;0.0;0.24398395721925134;0.0;0.0;0.0
129;tenderlove;40.82911748173131;2.35947161326588;2.35947161326588;0.8206857785272625;0.7181000562113548;0.0;0.10258572231590782;0.0;0.0;0.0
1393307;georgeclaghorn;24.213126323218066;2.318278052223006;2.0606916019760058;1.0303458009880029;0.5151729004940014;1.0303458009880029;1.5455187014820042;0.0;0.0;0.0
323865;sgrif;33.6979427997993;4.029101856497742;3.845960863020572;0.0;0.0;0.1831409934771701;0.0;0.0;0.0;0.0
8158;spastorino;42.464980544747085;3.124513618677043;3.124513618677043;1.9883268482490273;1.8463035019455254;0.0;0.14202334630350194;0.0;0.0;0.0
5113;guilleiguaran;34.73022238425082;2.262121764491433;2.262121764491433;0.7983959168793292;0.7983959168793292;0.0;0.0;0.0;0.0;0.0
3839;bogdan;8.057059558517285;0.7600999583506872;0.7600999583506872;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1635;robin850;17.478429680759273;1.7320966350301983;1.4171699741156167;0.6298533218291631;0.47238999137187226;0.47238999137187226;0.47238999137187226;0.0;0.0;0.0
3892;wycats;16.207004377736087;0.4565353345841151;0.4565353345841151;2.510944340212633;2.054409005628518;0.22826766729205755;0.22826766729205755;0.4565353345841151;0.22826766729205755;0.22826766729205755
190210;wangjohn;31.245136186770427;2.840466926070039;2.840466926070039;4.260700389105058;1.4202334630350195;2.840466926070039;2.840466926070039;2.840466926070039;0.0;0.0
93375;tarmo;18.204488778054863;0.0;0.0;3.6408977556109723;1.8204488778054861;0.0;0.0;1.8204488778054861;0.9102244389027431;0.9102244389027431
