durations,datelimits
16.0,2015-07-07/2015-07-23
14.0,2015-07-28/2015-08-11
16.0,2015-12-20/2016-01-05
12.0,2016-01-14/2016-01-26
17.0,2016-01-26/2016-02-12
8.0,2016-05-06/2016-05-14
11.0,2016-06-06/2016-06-17
8.0,2016-06-30/2016-07-08
11.0,2016-09-09/2016-09-20
9.0,2016-10-19/2016-10-28
25.0,2016-12-12/2017-01-06
10.0,2017-01-09/2017-01-19
9.0,2017-02-06/2017-02-15
5.0,2017-04-13/2017-04-18
4.0,2017-03-24/2017-03-28
9.0,2017-05-22/2017-05-31
5.0,2017-06-07/2017-06-12
7.0,2017-06-13/2017-06-20
28.0,2017-07-13/2017-08-10
16.0,2017-09-18/2017-10-04
30.0,2017-10-22/2017-11-21
24.0,2017-11-28/2017-12-22
102.0,2019-02-05/2019-05-18
198.0,2018-04-18/2018-11-02
