"[657, '2014-05-21/2016-03-08']","['sot', 657, '2014-05-21/2016-03-08']"
"[116, '2016-03-29/2016-07-23']","['sot', 116, '2016-03-29/2016-07-23']"
"[80, '2017-01-06/2017-03-27']","['sot', 80, '2017-01-06/2017-03-27']"
"[64, '2016-10-13/2016-12-16']","['sot', 64, '2016-10-13/2016-12-16']"
"[32, '2017-10-12/2017-11-13']","['sot', 32, '2017-10-12/2017-11-13']"
"[137, '2018-01-12/2018-05-29']","['sot', 137, '2018-01-12/2018-05-29']"
"[63, '2018-06-11/2018-08-13']","['sot', 63, '2018-06-11/2018-08-13']"
"[160, '2018-09-14/2019-02-21']","['sot', 160, '2018-09-14/2019-02-21']"
"[99, '2019-03-13/2019-06-20']","['sot', 99, '2019-03-13/2019-06-20']"
