durations,datelimits
88.0,2014-05-09/2014-08-05
29.0,2014-08-05/2014-09-03
18.0,2014-09-29/2014-10-17
33.0,2015-03-08/2015-04-10
27.0,2015-04-25/2015-05-22
47.0,2015-05-22/2015-07-08
44.0,2015-07-08/2015-08-21
32.0,2015-08-21/2015-09-22
107.0,2015-11-04/2016-02-19
709.0,2016-10-06/2018-09-15
