"[338.0, '2011-07-06/2012-06-08']","['sot', 338, '2011-07-06/2012-06-08']"
"[2184, '2013-01-08/2019-01-01']","['sot', 613, '2013-01-08/2014-09-13']","['d', 1571, '2015-04-28/2019-01-01']"
