"[444.0, '2017-07-07/2018-09-24']","['h', 288, '2017-07-07/2018-04-21']","['sot', 156, '2018-04-21/2018-09-24']"
"[17.0, '2018-12-14/2018-12-31']","['sot', 17, '2018-12-14/2018-12-31']"
