"[276.0, '2011-05-31/2012-03-02']","['sot', 50, '2011-05-31/2011-07-20']","['h', 69, '2011-08-03/2011-09-27']","['sot', 121, '2011-09-27/2012-01-26']","['h', 36, '2012-02-09/2012-03-02']"
"[21.0, '2012-03-07/2012-03-28']","['sot', 21, '2012-03-07/2012-03-28']"
"[2470, '2012-03-28/2019-01-01']","['sot', 49, '2012-03-28/2012-05-16']","['d', 2421, '2012-06-01/2019-01-01']"
