"[135.0, '2012-05-22/2012-10-04']","['sot', 63, '2012-05-22/2012-07-24']","['h', 71, '2012-08-01/2012-10-03']"
"[418.0, '2012-10-04/2013-11-26']","['sot', 12, '2012-10-04/2012-10-16']","['h', 32, '2012-10-24/2012-11-17']","['sot', 12, '2012-11-17/2012-11-29']","['h', 138, '2012-12-07/2013-04-16']","['sot', 15, '2013-04-16/2013-05-01']","['h', 36, '2013-05-09/2013-06-06']","['sot', 22, '2013-06-06/2013-06-28']","['h', 32, '2013-07-06/2013-07-30']","['sot', 60, '2013-07-30/2013-09-28']","['h', 33, '2013-10-06/2013-10-31']","['sot', 26, '2013-10-31/2013-11-26']"
"[10.0, '2014-01-03/2014-01-13']","['sot', 10, '2014-01-03/2014-01-13']"
"[12.0, '2014-06-14/2014-06-26']","['sot', 12, '2014-06-14/2014-06-26']"
"[13.0, '2014-07-29/2014-08-11']","['sot', 13, '2014-07-29/2014-08-11']"
"[20.0, '2014-09-25/2014-10-15']","['sot', 20, '2014-09-25/2014-10-15']"
"[19.0, '2014-12-19/2015-01-07']","['sot', 19, '2014-12-19/2015-01-07']"
"[20.0, '2015-01-10/2015-01-30']","['sot', 20, '2015-01-10/2015-01-30']"
"[34.0, '2015-02-14/2015-03-20']","['sot', 34, '2015-02-14/2015-03-20']"
"[116.0, '2016-03-01/2016-06-25']","['sot', 116, '2016-03-01/2016-06-25']"
"[110.0, '2016-06-27/2016-10-15']","['sot', 110, '2016-06-27/2016-10-15']"
"[676, '2017-02-24/2019-01-01']","['h', 175, '2017-02-24/2017-08-18']","['sot', 501, '2017-08-18/2019-01-01']"
