durations,datelimits
17.0,2015-10-05/2015-10-22
15.0,2015-12-15/2015-12-30
19.0,2016-06-23/2016-07-12
32.0,2016-08-26/2016-09-27
24.0,2016-11-15/2016-12-09
19.0,2016-12-15/2017-01-03
51.0,2017-05-11/2017-07-01
203.0,2018-06-12/2019-01-01
