durations,datelimits
42.0,2015-11-24/2016-01-05
33.0,2016-06-02/2016-07-05
76.0,2016-07-14/2016-09-28
36.0,2017-01-26/2017-03-03
51.0,2017-04-11/2017-06-01
36.0,2017-08-17/2017-09-22
202.0,2017-09-22/2018-04-12
264.0,2018-04-12/2019-01-01
