durations,datelimits
105.0,2015-10-22/2016-02-04
36.0,2016-05-30/2016-07-05
72.0,2017-01-04/2017-03-17
41.0,2016-10-13/2016-11-23
21.0,2016-12-14/2017-01-04
72.0,2017-07-12/2017-09-22
