durations,datelimits
25.0,2017-06-26/2017-07-21
39.0,2017-08-03/2017-09-11
17.0,2018-06-19/2018-07-06
20.0,2018-08-30/2018-09-19
28.0,2018-12-13/2019-01-10
25.0,2019-03-08/2019-04-02
