id,date,event,creator_login
1469233150,2018-02-12 11:15:32,renamed,koppor
1399551415,2017-12-22 12:45:47,renamed,koppor
1170042148,2017-07-19 11:23:05,referenced,koppor
1170042149,2017-07-19 11:23:05,merged,koppor
1170042150,2017-07-19 11:23:05,closed,koppor
1170042223,2017-07-19 11:23:08,head_ref_deleted,koppor
1169927011,2017-07-19 09:59:14,referenced,koppor
1169927012,2017-07-19 09:59:14,merged,koppor
1169927013,2017-07-19 09:59:14,closed,koppor
1041337373,2017-04-13 06:09:43,referenced,koppor
1041337374,2017-04-13 06:09:43,merged,koppor
1041337375,2017-04-13 06:09:43,closed,koppor
1041337465,2017-04-13 06:09:50,head_ref_deleted,koppor
940654540,2017-01-29 20:36:46,referenced,koppor
940654541,2017-01-29 20:36:46,merged,koppor
940654542,2017-01-29 20:36:46,closed,koppor
940654558,2017-01-29 20:36:49,head_ref_deleted,koppor
830162909,2016-10-20 07:30:22,renamed,koppor
830172799,2016-10-20 07:40:23,closed,koppor
793738804,2016-09-19 09:05:11,head_ref_deleted,koppor
768538137,2016-08-26 07:37:22,referenced,koppor
768538138,2016-08-26 07:37:22,merged,koppor
768538140,2016-08-26 07:37:22,closed,koppor
768538210,2016-08-26 07:37:27,head_ref_deleted,koppor
792574512,2016-09-16 19:35:07,mentioned,koppor
792574513,2016-09-16 19:35:07,subscribed,koppor
763004714,2016-08-22 13:26:39,closed,koppor
762285329,2016-08-21 13:18:34,referenced,koppor
762285330,2016-08-21 13:18:34,merged,koppor
762285331,2016-08-21 13:18:34,closed,koppor
763087329,2016-08-22 14:23:20,mentioned,koppor
763087331,2016-08-22 14:23:20,subscribed,koppor
