durations;datelimits
55.0;2018-11-07/2019-01-01
11.0;2018-09-21/2018-10-02
20.0;2018-06-22/2018-07-12
23.0;2018-04-13/2018-05-06
11.0;2018-03-23/2018-04-03
13.0;2018-02-17/2018-03-02
12.0;2017-11-30/2017-12-12
11.0;2017-11-04/2017-11-15
18.0;2017-05-12/2017-05-30
17.0;2017-03-31/2017-04-17
25.0;2017-06-19/2017-07-14
27.0;2016-11-07/2016-12-04
12.0;2016-07-20/2016-08-01
14.0;2016-07-06/2016-07-20
12.0;2016-06-09/2016-06-21
10.0;2016-02-26/2016-03-07
9.0;2016-02-17/2016-02-26
25.0;2015-11-19/2015-12-14
51.0;2015-06-24/2015-08-14
