"[726, '2012-06-20/2014-06-16']","['d', 483, '2012-06-20/2013-10-16']","['sot', 243, '2013-10-16/2014-06-16']"
"[98, '2014-12-16/2015-03-24']","['sot', 98, '2014-12-16/2015-03-24']"
"[431, '2016-03-11/2017-05-16']","['sot', 431, '2016-03-11/2017-05-16']"
"[505, '2018-01-30/2019-06-19']","['sot', 505, '2018-01-30/2019-06-19']"
