durations;datelimits
117;2018-11-11/2019-03-08
77;2018-07-11/2018-09-26
108;2018-02-05/2018-05-24
116;2017-09-07/2018-01-01
252;2016-12-15/2017-08-24
103;2016-08-15/2016-11-26
67;2016-04-25/2016-07-01
