ajoslin,5,4,7,5,27,43,7,7,107,0.09345794392523364
Ionitron,4,2,2,2,2,3,2,2,2,3,2,3,3,4,3,2,2,4,2,2,2,7,3,2,3,4,2,4,2,2,4,2,2,5,3,2,4,2,5,3,2,4,3,2,3,4,3,2,6,2,3,2,2,2,14,2,3,3,5,3,2,2,3,2,4,2,3,6,3,2,2,3,3,3,4,2,3,3,2,3,2,3,3,2,3,2,4,6,22,3,6,7,5,28,3,7,2,5,9,3,6,3,4,2,6,54,6,12,4,2,6,5,2,2,2,4,5,2,5,2,5,6,6,4,8,6,2,7,13,4,2,4,2,2,2,3,8,2,2,6,6,14,5,8,6,3,25,27,64,123,241,10,1367,0.28749085588880763
mlynch,1308,2,1311,0.002288329519450801
perrygovier,237,177,167,583,0.008576329331046312
drewrygh,1,1.0
