dev;username;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
2831;alco;6.630336058128973;0.994550408719346;0.6630336058128974;0.0;0.0;0.6630336058128974;0.6630336058128974;0.0;0.0;0.0
2812;yrashk;15.44973544973545;3.8624338624338623;3.0899470899470898;0.0;0.0;0.7724867724867724;0.3862433862433862;0.0;0.0;0.0
61641;lexmag;37.93471019320453;4.133910726182545;4.133910726182545;0.4863424383744171;0.4863424383744171;0.0;0.0;0.0;0.0;0.0
5641796;eksperimental;26.949481865284973;2.6003886010362693;2.6003886010362693;0.7091968911917098;0.47279792746113986;0.0;0.23639896373056993;0.0;0.0;0.0
362299;fishcakez;14.06463642013673;1.3610938471100062;1.3610938471100062;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3072221;gusaiani;10.155986509274873;0.0;0.0;1.5387858347386172;1.2310286677908937;0.0;0.3077571669477234;0.0;0.0;0.0
153560;antipax;11.349502487562189;2.723880597014926;2.723880597014926;1.361940298507463;0.9079601990049752;0.0;0.4539800995024876;0.0;0.0;0.0
24110;wojtekmach;16.901477832512317;1.7980295566502462;1.7980295566502462;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3281931;michalmuskala;21.285097192224622;3.416126709863211;3.416126709863211;0.0;0.0;0.0;0.0;0.0;0.0;0.0
259217;ericmj;31.669898206495397;3.1846825012118276;3.1846825012118276;0.1769268056228793;0.1769268056228793;0.0;0.0;0.0;0.0;0.0
1774755;ggcampinho;24.166666666666668;2.5;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1831523;whatyouhide;33.74382498235709;2.575864502470007;2.575864502470007;0.2575864502470007;0.2575864502470007;0.0;0.0;0.0;0.0;0.0
8150;josevalim;57.66082984392843;7.6417967263037685;7.6417967263037685;0.5557670346402741;0.5557670346402741;0.0;0.0;0.0;0.0;0.0
7570641;devonestes;12.200557103064067;0.5083565459610028;0.5083565459610028;0.0;0.0;0.0;0.0;0.0;0.0;0.0
74703;fertapric;49.67455621301775;6.479289940828402;6.479289940828402;1.0798816568047338;1.0798816568047338;0.0;0.0;0.0;0.0;0.0
