durations;datelimits
123;2019-02-13/2019-06-16
70;2018-11-18/2019-01-27
132;2018-07-09/2018-11-18
25;2018-04-16/2018-05-11
13;2017-07-21/2017-08-03
19;2017-11-10/2017-11-29
57;2017-09-08/2017-11-04
22;2017-06-03/2017-06-25
27;2017-05-07/2017-06-03
10;2017-01-05/2017-01-15
7;2016-10-30/2016-11-06
11;2016-08-26/2016-09-06
13;2016-07-26/2016-08-08
21;2016-06-06/2016-06-27
14;2016-05-20/2016-06-03
12;2016-05-08/2016-05-20
8;2016-03-03/2016-03-11
11;2015-09-13/2015-09-24
34;2014-11-03/2014-12-07
59;2014-08-29/2014-10-27
115;2014-12-07/2015-04-01
