jthoms1,2017-07-26/2017-08-24,2017-08-24/2018-03-07,2018-03-07/2018-04-18
jgw96,2017-08-10/2017-08-15
adamdbradley,2017-10-05/2017-11-15,2017-11-15/2018-06-21,2018-06-21/2018-07-10
