durations,datelimits
84.0,2015-11-05/2016-01-28
60.0,2016-05-25/2016-07-24
38.0,2016-08-06/2016-09-13
35.0,2016-09-13/2016-10-18
40.0,2017-05-05/2017-06-14
27.0,2017-12-13/2018-01-09
29.0,2018-11-15/2018-12-14
28.0,2018-12-20/2019-01-17
17.0,2019-02-06/2019-02-23
