dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
mnabialek;11.200361010830324;1.976534296028881;1.976534296028881;0.0;0.0;0.0;0.0;0.0;0.0;0.0
anlutro;42.61421319796954;2.779187817258883;1.8527918781725887;0.9263959390862944;0.0;1.8527918781725887;0.9263959390862944;1.8527918781725887;0.0;0.0
arrilot;16.479933110367895;1.8311036789297659;1.2207357859531773;0.6103678929765887;0.0;0.6103678929765887;0.0;1.2207357859531773;0.0;0.0
laurencei;13.110968569595894;1.6388710711994867;1.6388710711994867;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lucasmichot;36.44587246663371;3.0672268907563023;3.0672268907563023;0.36085022244191794;0.18042511122095897;0.18042511122095897;0.18042511122095897;0.0;0.0;0.0
TBlindaruk;72.20652173913044;2.380434782608696;1.5869565217391306;0.7934782608695653;0.7934782608695653;0.7934782608695653;0.0;0.0;0.0;0.0
carusogabriel;19.459654178674352;1.5778097982708934;1.5778097982708934;0.5259365994236311;0.5259365994236311;0.0;0.0;0.0;0.0;0.0
KennedyTedesco;12.405735528412109;1.5507169410515136;1.5507169410515136;0.1938396176314392;0.1938396176314392;0.0;0.0;0.0;0.0;0.0
GrahamCampbell;55.59010773751224;3.5749265426052887;3.5749265426052887;0.0;0.0;0.0;0.0;0.0;0.0;0.0
halaei;15.727109515260322;0.3276481149012567;0.3276481149012567;0.0;0.0;0.0;0.0;0.0;0.0;0.0
vlakoff;15.036215482118605;1.6523313716613852;1.6523313716613852;0.16523313716613852;0.16523313716613852;0.0;0.0;0.0;0.0;0.0
JosephSilber;26.95716395864106;3.9537173806006893;3.774002954209749;0.17971442639094043;0.17971442639094043;0.17971442639094043;0.0;0.0;0.0;0.0
franzliedke;13.249783923941228;1.8928262748487468;1.8928262748487468;0.0;0.0;0.0;0.0;0.0;0.0;0.0
rkgrep;17.155591572123175;1.7747163695299837;1.7747163695299837;0.0;0.0;0.0;0.0;0.0;0.0;0.0
driesvints;17.03227213257741;1.4326210204971654;1.4326210204971654;0.7959005669428697;0.4775403401657218;0.0;0.31836022677714787;0.0;0.0;0.0
crynobone;17.207351178585697;2.1873751498202156;2.1873751498202156;0.0;0.0;0.0;0.0;0.0;0.0;0.0
adamwathan;17.75136612021858;1.1967213114754098;1.1967213114754098;0.0;0.0;0.0;0.0;0.0;0.0;0.0
taylorotwell;31.982611660415955;3.111148994203887;3.111148994203887;0.7466757586089328;0.7466757586089328;0.0;0.0;0.0;0.0;0.0
staudenmeir;30.388529139685478;2.7012025901942645;2.7012025901942645;0.6753006475485661;0.33765032377428306;0.0;0.0;0.33765032377428306;0.33765032377428306;0.0
sileence;18.503976143141152;1.4512922465208749;1.4512922465208749;0.3628230616302187;0.3628230616302187;0.0;0.0;0.0;0.0;0.0
acasar;16.387755102040817;1.4897959183673468;0.9931972789115646;1.4897959183673468;0.9931972789115646;0.4965986394557823;0.0;0.9931972789115646;0.4965986394557823;0.4965986394557823
browner12;21.12321095208463;1.5899191039203486;1.5899191039203486;0.0;0.0;0.0;0.0;0.0;0.0;0.0
barryvdh;11.2799815498155;1.010147601476015;1.010147601476015;0.0;0.0;0.0;0.0;0.0;0.0;0.0
themsaid;60.096852300242126;5.302663438256658;5.302663438256658;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Anahkiasen;5.41696113074205;0.5159010600706714;0.5159010600706714;0.5159010600706714;0.2579505300353357;0.2579505300353357;0.5159010600706714;0.0;0.0;0.0
tillkruss;46.03358208955224;2.451492537313433;2.1791044776119404;0.5447761194029851;0.27238805970149255;0.27238805970149255;0.27238805970149255;0.0;0.0;0.0
