durations;datelimits
71.0;2017-09-27/2017-12-07
37.0;2016-06-28/2016-08-04
31.0;2016-05-28/2016-06-28
49.0;2016-03-04/2016-04-22
23.0;2015-12-19/2016-01-11
39.0;2015-11-04/2015-12-13
14.0;2015-10-15/2015-10-29
12.0;2015-07-24/2015-08-05
12.0;2015-06-25/2015-07-07
46.0;2015-03-19/2015-05-04
28.0;2014-12-30/2015-01-27
17.0;2014-12-13/2014-12-30
13.0;2014-08-14/2014-08-27
18.0;2014-06-12/2014-06-30
12.0;2014-01-17/2014-01-29
19.0;2013-12-20/2014-01-08
11.0;2013-11-16/2013-11-27
18.0;2012-12-05/2012-12-23
19.0;2012-10-25/2012-11-13
10.0;2012-06-01/2012-06-11
10.0;2012-03-02/2012-03-12
9.0;2011-11-20/2011-11-29
21.0;2011-09-12/2011-10-03
7.0;2011-05-30/2011-06-06
8.0;2010-11-07/2010-11-15
13.0;2010-08-25/2010-09-07
52.0;2010-04-17/2010-06-08
39.0;2010-01-26/2010-03-06
131.0;2009-09-17/2010-01-26
186.0;2009-03-11/2009-09-13
