durations;datelimits
703.0;2017-01-28/2019-01-01
70.0;2016-09-19/2016-11-28
54.0;2016-05-11/2016-07-04
42.0;2016-02-22/2016-04-04
44.0;2015-08-25/2015-10-08
70.0;2015-06-16/2015-08-25
42.0;2015-02-23/2015-04-06
35.0;2015-01-19/2015-02-23
28.0;2014-12-15/2015-01-12
22.0;2014-09-23/2014-10-15
28.0;2014-06-11/2014-07-09
30.0;2014-03-08/2014-04-07
73.0;2013-12-18/2014-03-01
21.0;2013-07-27/2013-08-17
29.0;2013-09-20/2013-10-19
33.0;2013-11-01/2013-12-04
31.0;2013-05-17/2013-06-17
30.0;2012-08-08/2012-09-07
33.0;2012-06-29/2012-08-01
22.0;2012-05-22/2012-06-13
11.0;2012-03-17/2012-03-28
9.0;2012-01-30/2012-02-08
15.0;2012-01-13/2012-01-28
24.0;2011-11-12/2011-12-06
13.0;2011-10-30/2011-11-12
8.0;2011-10-18/2011-10-26
19.0;2011-05-19/2011-06-07
23.0;2011-04-07/2011-04-30
19.0;2011-02-13/2011-03-04
13.0;2011-01-15/2011-01-28
13.0;2010-10-20/2010-11-02
7.0;2010-03-14/2010-03-21
7.0;2010-02-26/2010-03-05
9.0;2010-03-05/2010-03-14
18.0;2010-02-01/2010-02-19
