durations;datelimits
493.0;2017-08-26/2019-01-01
98.0;2017-05-20/2017-08-26
135.0;2016-10-20/2017-03-04
37.0;2014-11-08/2014-12-15
40.0;2013-12-31/2014-02-09
48.0;2012-12-29/2013-02-15
37.0;2012-11-02/2012-12-09
54.0;2012-06-30/2012-08-23
18.0;2012-05-27/2012-06-14
10.0;2012-03-03/2012-03-13
12.0;2012-03-17/2012-03-29
7.0;2012-01-04/2012-01-11
7.0;2011-11-22/2011-11-29
7.0;2011-09-28/2011-10-05
8.0;2011-08-19/2011-08-27
14.0;2011-04-06/2011-04-20
24.0;2011-03-10/2011-04-03
40.0;2010-12-28/2011-02-06
