durations;datelimits
6.0;2018-11-24/2018-11-30
3.0;2018-11-21/2018-11-24
5.0;2018-11-15/2018-11-20
3.0;2018-10-17/2018-10-20
3.0;2018-08-30/2018-09-02
4.0;2018-10-11/2018-10-15
6.0;2018-08-09/2018-08-15
4.0;2018-08-05/2018-08-09
9.0;2018-03-12/2018-03-21
3.0;2017-12-22/2017-12-25
4.0;2017-11-23/2017-11-27
3.0;2017-11-19/2017-11-22
3.0;2017-11-16/2017-11-19
4.0;2017-10-09/2017-10-13
4.0;2017-07-10/2017-07-14
5.0;2017-07-19/2017-07-24
7.0;2017-07-24/2017-07-31
21.0;2017-03-25/2017-04-15
20.0;2016-11-20/2016-12-10
18.0;2016-10-10/2016-10-28
12.0;2016-09-28/2016-10-10
14.0;2016-09-06/2016-09-20
17.0;2016-05-11/2016-05-28
24.0;2016-03-06/2016-03-30
19.0;2015-12-14/2016-01-02
19.0;2015-10-27/2015-11-15
25.0;2015-11-15/2015-12-10
21.0;2015-09-20/2015-10-11
41.0;2015-08-03/2015-09-13
61.0;2015-03-03/2015-05-03
68.0;2014-09-02/2014-11-09
286.0;2013-11-20/2014-09-02
