durations;datelimits
682.0;2017-02-18/2019-01-01
60.0;2016-11-04/2017-01-03
33.0;2016-09-24/2016-10-27
40.0;2016-08-02/2016-09-11
46.0;2016-06-17/2016-08-02
15.0;2016-02-08/2016-02-23
12.0;2016-01-15/2016-01-27
22.0;2015-12-13/2016-01-04
33.0;2015-10-28/2015-11-30
34.0;2015-08-11/2015-09-14
21.0;2015-07-06/2015-07-27
19.0;2015-06-17/2015-07-06
23.0;2015-04-27/2015-05-20
11.0;2015-01-08/2015-01-19
15.0;2014-12-22/2015-01-06
17.0;2014-11-29/2014-12-16
42.0;2014-10-10/2014-11-21
17.0;2014-09-23/2014-10-10
20.0;2014-09-02/2014-09-22
14.0;2014-08-19/2014-09-02
14.0;2014-07-25/2014-08-08
27.0;2014-06-24/2014-07-21
9.0;2014-04-28/2014-05-07
43.0;2014-01-06/2014-02-18
94.0;2013-10-04/2014-01-06
