durations;datelimits
48.0;2018-04-03/2018-05-21
24.0;2018-01-25/2018-02-18
24.0;2017-12-16/2018-01-09
45.0;2017-09-28/2017-11-12
18.0;2016-07-05/2016-07-23
13.0;2016-06-07/2016-06-20
12.0;2016-04-03/2016-04-15
7.0;2016-03-14/2016-03-21
9.0;2015-11-25/2015-12-04
7.0;2015-10-28/2015-11-04
15.0;2015-10-07/2015-10-22
7.0;2015-09-08/2015-09-15
9.0;2015-06-17/2015-06-26
9.0;2015-05-07/2015-05-16
16.0;2015-04-15/2015-05-01
163.0;2014-09-02/2015-02-12
97.0;2014-05-28/2014-09-02
76.0;2014-02-11/2014-04-28
120.0;2013-10-13/2014-02-10
