durations;datelimits
644.0;2017-03-28/2019-01-01
47.0;2016-09-03/2016-10-20
34.0;2016-06-03/2016-07-07
45.0;2016-04-19/2016-06-03
27.0;2016-03-22/2016-04-18
13.0;2015-12-30/2016-01-12
11.0;2015-09-24/2015-10-05
20.0;2015-07-08/2015-07-28
8.0;2015-02-01/2015-02-09
11.0;2014-12-04/2014-12-15
9.0;2014-11-11/2014-11-20
18.0;2014-06-28/2014-07-16
10.0;2014-02-13/2014-02-23
11.0;2013-09-09/2013-09-20
15.0;2013-05-29/2013-06-13
37.0;2013-04-22/2013-05-29
23.0;2012-10-04/2012-10-27
474.0;2011-05-20/2012-09-05
