"[185.0, '2017-01-23/2017-07-27']","['sot', 185, '2017-01-23/2017-07-27']"
"[523, '2017-07-27/2019-01-01']","['sot', 85, '2017-07-27/2017-10-20']","['h', 438, '2017-12-30/2019-01-01']"
