dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
koppor;40.73570238756246;4.255968906163242;4.255968906163242;0.0;0.0;0.0;0.0;0.0;0.0;0.0
oscargus;46.08585858585859;6.452020202020202;5.53030303030303;0.0;0.0;4.608585858585859;3.686868686868687;0.0;0.0;0.0
tobiasdiez;46.999409332545774;4.311872415829888;4.311872415829888;0.8623744831659775;0.6467808623744832;0.0;0.21559362079149438;0.0;0.0;0.0
hakova;8.423076923076923;0.6239316239316239;0.6239316239316239;1.8717948717948718;1.5598290598290598;0.31196581196581197;0.6239316239316239;0.0;0.0;0.0
matthiasgeiger;20.986171761280932;2.3908296943231444;2.1251819505094613;0.0;0.0;0.26564774381368267;0.0;0.0;0.0;0.0
simonharrer;24.05992509363296;3.2808988764044944;2.7340823970037453;1.0936329588014981;1.0936329588014981;0.8202247191011236;0.27340823970037453;0.0;0.0;0.0
Siedlerchr;59.54951298701299;4.1477272727272725;4.1477272727272725;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mlep;21.784409257003652;2.222898903775883;1.7783191230207063;0.0;0.0;0.44457978075517657;0.44457978075517657;0.0;0.0;0.0
stefan-kolb;30.13761467889908;3.0910374029640084;2.8334509527170075;0.0;0.0;0.2575864502470007;0.0;0.0;0.0;0.0
chriba;24.4263862332696;2.0936902485659656;2.0936902485659656;4.187380497131931;2.791586998087954;0.0;0.6978967495219885;0.6978967495219885;0.6978967495219885;0.0
lenhard;30.370229007633586;3.900763358778626;3.6221374045801524;0.27862595419847325;0.27862595419847325;0.5572519083969465;0.5572519083969465;0.0;0.0;0.0
LinusDietz;36.13408521303258;1.8295739348370925;1.8295739348370925;0.9147869674185463;0.45739348370927313;0.0;0.45739348370927313;0.0;0.0;0.0
