durations;datelimits
123;2017-09-11/2018-01-12
57;2017-03-22/2017-05-18
35;2016-12-12/2017-01-16
101;2016-08-22/2016-12-01
51;2016-06-08/2016-07-29
80;2016-03-02/2016-05-21
36;2015-05-13/2015-06-18
37;2015-04-06/2015-05-13
54;2015-10-13/2015-12-06
55;2015-08-19/2015-10-13
68;2014-09-05/2014-11-12
31;2014-01-13/2014-02-13
40;2014-04-08/2014-05-18
75;2013-08-13/2013-10-27
46;2012-01-27/2012-03-13
129;2012-03-20/2012-07-27
37;2011-10-25/2011-12-01
51;2011-08-23/2011-10-13
49;2011-06-27/2011-08-15
87;2010-12-29/2011-03-26
107;2010-09-02/2010-12-18
48;2010-04-13/2010-05-31
196;2009-05-11/2009-11-23
25;2009-04-16/2009-05-11
31;2009-03-16/2009-04-16
26;2009-01-01/2009-01-27
33;2008-09-10/2008-10-13
27;2008-07-19/2008-08-15
