durations,datelimits
118.0,2013-10-02/2014-01-28
234.0,2014-01-28/2014-09-19
43.0,2014-09-30/2014-11-12
62.0,2015-06-12/2015-08-13
79.0,2015-08-31/2015-11-18
214.0,2015-11-19/2016-06-20
100.0,2016-10-25/2017-02-02
582.0,2017-02-02/2018-09-07
