to;Active;Sleeping;Hibernating;Dead
Dead;18.892545570493617;15.404820298360677;-;65.7026341311457
Hibernating;14.178456410609849;37.41685750495379;13.442530059221625;34.96215602521474
Sleeping;82.57539621254986;3.0962650191694197;14.328338768280721;-
Active;89.94569252078142;9.173277668728103;0.8810298104904843;-
