to;Active;Sleeping;Hibernated;Dead
Dead;0.0;0.0;-;100.0
Hibernated;34.32668456120813;36.32868763831533;19.445268247808844;9.8993595526677
Sleeping;85.40701873820612;5.238059116300741;9.35492214549313;-
Active;87.2953655993967;10.775130993286968;1.9295034073163242;-
