to;Active;Sleeping;Hibernated;Dead
Dead;0.0;0.0;-;0
Hibernated;34.894215298437544;35.90127583314352;29.204508868418934;0.0
Sleeping;98.36066869078118;0.4384816682297621;1.2008496409890408;-
Active;91.18202708857964;8.761209050344261;0.056763861076099396;-
