to;Active;Sleeping;Hibernating;Dead
Dead;50.000000000000014;50.000000000000014;-;-2.220446049250313e-14
Hibernating;43.96215234585072;5.750934024355221;38.26716221622388;12.019751413570175
Sleeping;90.23905044938483;2.666854926869866;7.094094623745304;-
Active;91.50237391664241;7.324996148344755;1.1726299350128346;-
