to;Active;Sleeping;Hibernated;Dead
Dead;0.0;0.0;-;100.0
Hibernated;37.47406001538454;25.39714417184802;30.002328484129148;7.126467328638303
Sleeping;92.46998682000668;1.5648232697552111;5.9651899102381005;-
Active;90.65550289915275;8.438569443179913;0.9059276576673391;-
