to;Active;Sleeping;Hibernating;Dead
Dead;25.772724750436822;17.85440850500006;-;56.37286674456312
Hibernating;50.286944810378266;21.14220469905388;2.7241711068436203;25.846679383724226
Sleeping;75.06349535839311;8.393803192162508;16.542701449444376;-
Active;86.86225657843293;8.376768213538607;4.7609752080284515;-
