to;Active;Sleeping;Hibernated;Dead
Dead;0.0;0.0;-;0
Hibernated;51.53814324687333;34.604639811172234;13.85721694195443;0.0
Sleeping;76.52292199121163;3.4175493303932325;20.059528678395136;-
Active;92.04961298905496;5.645360200829296;2.305026810115736;-
