durations;datelimits
2767;2017-04-16/2024-11-12
85;2017-01-21/2017-04-16
21;2016-12-22/2017-01-12
12;2016-10-17/2016-10-29
20;2016-11-24/2016-12-14
18;2016-11-06/2016-11-24
24;2016-07-26/2016-08-19
28;2016-06-28/2016-07-26
36;2016-05-23/2016-06-28
85;2015-12-15/2016-03-09
