durations;datelimits
117;2019-02-22/2019-06-19
219;2017-12-20/2018-07-27
58;2017-10-23/2017-12-20
53;2017-08-31/2017-10-23
177;2017-01-17/2017-07-13
421;2015-09-09/2016-11-03
