"[67, '2018-04-20/2018-06-26']","['h', 64, '2018-04-20/2018-06-23']"
"[64, '2018-08-01/2018-10-04']","['sot', 64, '2018-08-01/2018-10-04']"
"[103, '2019-01-10/2019-04-23']","['sot', 103, '2019-01-10/2019-04-23']"
