"[1907, '2012-02-29/2017-05-20']","['h', 155, '2012-02-29/2012-08-02']","['sot', 646, '2012-08-02/2014-05-10']","['d', 599, '2014-07-11/2015-12-30']","['sot', 507, '2015-12-30/2017-05-20']"
"[681, '2017-08-08/2019-06-20']","['d', 559, '2017-08-08/2019-02-18']","['sot', 122, '2019-02-18/2019-06-20']"
