dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
tobiasdiez;50.23331364441819;4.096278795038393;4.096278795038393;0.8623744831659775;0.6467808623744832;0.0;0.21559362079149438;0.0;0.0;0.0
hakova;6.882314694408323;0.7119635890767231;0.7119635890767231;1.4239271781534462;1.1866059817945385;0.2373211963589077;0.4746423927178154;0.0;0.0;0.0
koppor;29.106443574225704;3.118547525809897;3.118547525809897;0.5197579209683162;0.0;0.0;0.0;0.5197579209683162;0.5197579209683162;0.0
Siedlerchr;66.36363636363636;5.036525974025974;5.036525974025974;0.0;0.0;0.0;0.0;0.0;0.0;0.0
stefan-kolb;30.910374029640085;3.348623853211009;3.0910374029640084;0.0;0.0;0.2575864502470007;0.0;0.0;0.0;0.0
oscargus;47.00757575757576;6.452020202020202;5.53030303030303;0.0;0.0;6.452020202020202;5.53030303030303;0.0;0.0;0.0
mlep;22.6188455008489;2.7886247877758916;2.7886247877758916;1.239388794567063;0.6196943972835315;0.0;0.6196943972835315;0.0;0.0;0.0
chriba;25.822179732313575;4.187380497131931;4.187380497131931;3.4894837476099427;2.0936902485659656;0.0;0.6978967495219885;0.6978967495219885;0.6978967495219885;0.0
simonharrer;24.04191616766467;3.0052395209580838;2.4588323353293413;1.092814371257485;1.092814371257485;0.8196107784431138;0.27320359281437123;0.0;0.0;0.0
matthiasgeiger;23.111353711790393;2.656477438136827;2.656477438136827;0.0;0.0;0.0;0.0;0.0;0.0;0.0
lenhard;31.48473282442748;3.6221374045801524;3.3435114503816794;0.27862595419847325;0.27862595419847325;0.5572519083969465;0.5572519083969465;0.0;0.0;0.0
LinusDietz;40.25735294117647;1.7892156862745097;1.3419117647058822;0.4473039215686274;0.4473039215686274;0.4473039215686274;0.0;0.0;0.0;0.0
