durations,datelimits
62.0,2011-04-05/2011-06-06
57.0,2011-07-18/2011-09-13
72.0,2011-12-03/2012-02-13
102.0,2012-05-26/2012-09-05
344.0,2012-09-05/2013-08-15
593.0,2013-08-15/2015-03-31
749.0,2016-01-27/2018-02-14
