dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
manucorporat;47.34187349879904;4.675740592473979;4.675740592473979;1.1689351481184949;1.1689351481184949;0.0;0.0;0.0;0.0;0.0
kensodemann;48.46473029045643;7.067773167358229;7.067773167358229;0.0;0.0;0.0;0.0;0.0;0.0;0.0
tlancina;23.271211378126534;3.5801863658656203;3.4011770475723395;1.6110838646395291;1.432074546346248;0.179009318293281;0.179009318293281;0.0;0.0;0.0
mhartington;58.110481586402265;2.895184135977337;2.895184135977337;0.0;0.0;0.0;0.0;0.0;0.0;0.0
jthoms1;50.217233888486604;3.7002172338884867;3.7002172338884867;0.7929036929761043;0.7929036929761043;0.0;0.0;0.0;0.0;0.0
mlynch;54.46375582874099;5.105977108944468;5.105977108944468;0.7736328952946163;0.7736328952946163;0.0;0.0;0.0;0.0;0.0
brandyscarney;62.668821839080465;5.76867816091954;5.76867816091954;1.0488505747126438;0.7866379310344828;0.0;0.26221264367816094;0.0;0.0;0.0
adamdbradley;49.00625601539942;4.566891241578441;4.391241578440808;1.053897978825794;1.053897978825794;0.17564966313763233;0.0;0.0;0.0;0.0
camwiegert;54.051580698835274;2.4292845257903495;2.4292845257903495;1.821963394342762;1.821963394342762;0.0;0.0;0.0;0.0;0.0
danbucholtz;56.811294765840216;5.027548209366391;4.524793388429752;0.0;0.0;1.0055096418732783;0.5027548209366391;0.0;0.0;0.0
perrygovier;63.01175841795831;3.511491181186531;3.511491181186531;2.145911277391769;2.145911277391769;0.0;0.0;0.0;0.0;0.0
jgw96;69.85066371681415;3.6338495575221237;3.230088495575221;0.0;0.0;0.40376106194690264;0.0;0.0;0.0;0.0
drewrygh;36.90257352941176;0.6709558823529411;0.0;4.025735294117647;2.6838235294117645;2.0128676470588234;1.3419117647058822;1.3419117647058822;0.6709558823529411;0.6709558823529411
