Project;#breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
laravel;603.1782373393364;48.74985500193602;44.83831492994547;8.985913038280216;4.591421837693956;6.100175623514695;3.6554195337229642;5.50099291010544;2.75049645505272;0.8342489632300654
react;653.089095542127;57.549872368509355;51.3656662534996;8.89723317603581;2.5370387229026665;14.092345422198772;8.259327563869089;10.969789385882597;1.7505995203836928;0.8752997601918464
elixir;457.8990366053455;51.423426891630825;48.77108447983057;10.535474941563345;6.332122855306108;2.6523424118002596;1.9473217815356252;4.25138680014243;2.8568533499891027;0.0
linguist;200.8783732106504;16.207418026393174;14.173364898295215;7.882134020436468;4.199176673834688;6.526837873303555;7.5062538783650155;1.0686166701264406;0.5343083350632203;0.5343083350632203
flutter;1440.8585114632122;135.68371235828462;130.7712970009998;12.408487463906999;10.814756956789484;7.83208024327601;5.55751859119891;0.0;0.0;0.0
atom;975.2469097062788;94.74009959325372;81.60141231033832;27.094443755568854;17.93373585911267;35.33804707082806;25.92698411214054;11.712832935760243;2.723184195461763;2.159763313609468
ionic;430.14410194237826;43.108831841281365;38.798672174590955;18.81428952742341;13.350668144472495;9.240186490870103;6.203554622175754;5.730643899004773;3.022785279959677;2.7078586190450955
jabref;389.6923814608092;38.601212840321445;35.88623926018919;9.208595732511299;6.827849317000741;7.2658422728656;6.956924093675564;0.6978967495219885;0.6978967495219885;0.0
