adamdbradley,2014-02-07/2014-08-11,2014-08-12/2014-08-14,2014-08-15/2015-02-11,2015-02-11/2015-02-18,2015-02-18/2015-02-21,2015-02-22/2015-03-01
bensperry,2014-02-07/2014-02-12,2014-02-13/2014-02-24,2014-02-24/2014-02-26
mlynch,2014-02-13/2014-02-27,2014-02-27/2014-04-01,2014-04-01/2015-11-16,2015-11-16/2017-09-07
perrygovier,2015-02-06/2015-03-02,2015-03-02/2015-03-09,2015-03-09/2015-03-31,2015-03-31/2015-05-04,2015-05-04/2015-05-08,2015-05-08/2015-05-13,2015-05-14/2015-05-26,2015-05-26/2015-06-17,2015-06-17/2015-08-19
mhartington
