adamdbradley,185,2,180,7,3,7,392,0.03571428571428571
bensperry,5,11,2,21,0.2857142857142857
mlynch,14,33,594,661,1303,0.003837298541826554
perrygovier,24,7,22,34,4,5,12,22,63,196,0.061224489795918366
mhartington,1,1.0
