as-cii,4,2,5,4,3,11,5,27,29,7,13,4,46,4,2,3,2,441,624,0.04807692307692308
nathansobo,4,5,37,10,30,2,4,4,3,117,55,284,0.08450704225352113
jasonrudolph,3,4,4,49,62,83,97,7,7,320,0.040625
anderoonies,64,66,0.045454545454545456
