dgraham,4,5,0.4
kevinsawicki,6,7,0.2857142857142857
nathansobo,56,8,65,0.046153846153846156
simurai,122,18,3,17,59,255,19,58,26,35,590,1208,0.014072847682119206
edloidas,1,1.0
as-cii,10,11,0.18181818181818182
lee-dohm,4,5,0.4
jasonrudolph,7,8,0.25
