durations,datelimits
202.0,2014-03-27/2014-10-15
21.0,2014-11-06/2014-11-27
22.0,2014-12-17/2015-01-08
22.0,2015-06-11/2015-07-03
16.0,2015-07-23/2015-08-08
12.0,2015-12-22/2016-01-03
10.0,2015-10-16/2015-10-26
17.0,2016-03-27/2016-04-13
32.0,2016-07-23/2016-08-24
31.0,2016-10-12/2016-11-12
32.0,2016-12-08/2017-01-09
51.0,2017-01-09/2017-03-01
49.0,2017-03-01/2017-04-19
228.0,2017-06-09/2018-01-23
68.0,2018-03-24/2018-05-31
44.0,2018-08-08/2018-09-21
38.0,2018-06-25/2018-08-02
51.0,2018-12-08/2019-01-28
62.0,2019-02-02/2019-04-05
33.0,2019-05-07/2019-06-09
