durations,datelimits
31.0,2016-06-14/2016-07-15
72.0,2016-09-13/2016-11-24
54.0,2016-11-24/2017-01-17
110.0,2017-06-02/2017-09-20
28.0,2017-12-15/2018-01-12
20.0,2017-09-28/2017-10-18
19.0,2017-11-26/2017-12-15
15.0,2017-10-25/2017-11-09
28.0,2018-03-15/2018-04-12
17.0,2018-04-27/2018-05-14
79.0,2018-05-16/2018-08-03
39.0,2018-08-03/2018-09-11
58.0,2018-10-30/2018-12-27
