durations,datelimits
53.0,2016-04-26/2016-06-18
120.0,2016-07-16/2016-11-13
26.0,2016-12-25/2017-01-20
29.0,2017-08-09/2017-09-07
26.0,2017-11-17/2017-12-13
10.0,2018-02-09/2018-02-19
10.0,2018-03-01/2018-03-11
8.0,2018-03-12/2018-03-20
14.0,2018-05-26/2018-06-09
