durations,datelimits
131.0,2012-11-29/2013-04-09
77.0,2013-07-18/2013-10-03
43.0,2014-03-22/2014-05-04
38.0,2014-06-06/2014-07-14
34.0,2014-08-20/2014-09-23
34.0,2015-01-06/2015-02-09
41.0,2015-06-26/2015-08-06
71.0,2016-01-08/2016-03-19
68.0,2016-03-19/2016-05-26
174.0,2016-08-04/2017-01-25
106.0,2017-03-21/2017-07-05
124.0,2017-07-05/2017-11-06
175.0,2018-02-10/2018-08-04
86.0,2018-09-18/2018-12-13
100.0,2019-03-12/2019-06-20
